OBJECTID,id,effectiveDate,instrument_ID,name,siteType,Watershed,siteTypeStr,structure,dataLoc,Type (Digital/Analog/Both),Analog_Years,Purpose,Digital_Years,State,County,Easting_DB,Norting_DB,Elevation_DB,latitude,longitude,Area_acres,In_DB,Published,Notes,Notes 2,x,y
245,8010,,10,MB,80,Tucson,Flux,,,Both,,,,Arizona,Pima,525828.8919,3586658.459,,32.41671,-110.7253,,No,No,From fluxtowers_utm.shp,,525828.8919,3586658.459
246,8011,,11,SRC,80,SRER,Flux,,,Both,,,,Arizona,Pima,515175.2096,3530249.496,,31.908,-110.8395,,No,No,From fluxtowers_utm.shp,,515175.2096,3530249.496
247,210,07/27/2020 11:41:00,10,sr_rg10,10,SRER,Raingage,,raingage\rgsr10\rgsr10.dat ,Digital,,,2020-Present,Arizona,Pima,509731.35,3517701.26,,,,,Yes,Yes,Comment from Mark K: This rain gage is at Joel’s site. It is a new long-term gauge at SRER.,,509731,3517701
248,428,08/14/2020 09:20:00,428,wg_rg428,10,USP,Raingage,,raingage\rg428\rg428.dat ,Digital,,,2020-Present,Arizona,Cochise,565101,3494709,1380.134,,,,Yes,Yes,From Chad: Fort Huachuca/GSA gage,,565101,3494709
249,,,1400,SoilScape: Node#1400,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73648,-109.9418,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1400,,600236.71,3511714.0161
250,,,1401,SoilScape: Node#1401,60,WGEW,Soil Moisture,,,,,,,,,,,,31.7371,-109.9434,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1401,,600085.6051,3511781.7171
251,,,1402,SoilScape: Node#1402,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73687,-109.9429,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1402,,600137.9621,3511755.9576
252,,,1403,SoilScape: Node#1403,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73667,-109.9426,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1403,,600163.2833,3511733.8093
253,,,1404,SoilScape: Node#1404,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73586,-109.9412,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1404,,600294.1192,3511646.1754
254,,,1405,SoilScape: Node#1405,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73551,-109.941,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1405,,600320.3628,3511607.1817
255,,,1406,SoilScape: Node#1406,60,WGEW,Soil Moisture,,,,,,,,,,,,31.7368,-109.9442,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1406,,600013.7412,3511747.8762
256,,,1407,SoilScape: Node#1407,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73673,-109.9466,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1407,,599787.319,3511737.3595
257,,,1408,SoilScape: Node#1408,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73712,-109.9467,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1408,,599770.607,3511780.4408
258,,,1409,SoilScape: Node#1409,60,WGEW,Soil Moisture,,,,,,,,,,,,31.73791,-109.9466,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1409,,599780.7446,3511868.5602
259,,,1500,SoilScape: Node#1500,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74397,-110.0515,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1500,,589838.8086,3512448.7438
260,,,1501,SoilScape: Node#1501,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74245,-110.0527,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1501,,589731.7232,3512279.1973
261,,,1502,SoilScape: Node#1502,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74273,-110.0526,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1502,,589741.5925,3512309.8798
262,,,1503,SoilScape: Node#1503,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74302,-110.0526,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1503,,589735.437,3512342.3106
263,,,1504,SoilScape: Node#1504,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74269,-110.0528,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1504,,589720.6023,3512305.2653
264,,,1505,SoilScape: Node#1505,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74446,-110.0523,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1505,,589763.5978,3512502.631
265,,,1506,SoilScape: Node#1506,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74405,-110.053,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1506,,589701.2899,3512456.2999
266,,,1507,SoilScape: Node#1507,60,WGEW,Soil Moisture,,,,,,,,,,,,31.74298,-110.0532,,No,Yes,http://soilscape.usc.edu/webmapping/plotLast7days.php?site=kendall&physicalID=1507,,589682.4274,3512337.7513
267,,,201,RG201 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513001,3524599,1043,31.85705,-110.8626,4.04,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513001,3524599
268,,,202,RG202 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,585357,3511395,1292,31.73481,-110.0989,28100,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,585357,3511395
270,1203,,203,RG203 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,508195,3524179,969,31.85331,-110.9134,6.81,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,508195,3524179
271,1204,,204,RG204 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,509035,3523954,897,31.85127,-110.9045,4.88,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,509035,3523954
272,1205,,205,RG205 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,514020,3519985,1165,31.81541,-110.8519,9.93,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,514020,3519985
273,1206,,206,RG206 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513759,3519764,1155,31.81342,-110.8546,7.6,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513759,3519764
274,1207,,207,RG207 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513934,3520100,1165,31.81645,-110.8528,2.63,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513934,3520100
275,1208,,208,RG207 Soil Moisture,60,SRER,Soil Moisture,,,Digital,,,2005-Present,Arizona,Pima,513942,3520153,1161,31.81693,-110.8527,2.77,No,Yes,https://ars-usda.app.box.com/v/SWRC-DAP-Met/folder/162432346611?page=1&sortColumn=name&sortDirection=ASC,,513942,3520153
276,20873,,73,Well 73,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580317,3510613,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580317,3510613
277,20886,,86,Well 86,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,585401,3511340,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,585401,3511340
278,20889,,89,Well 89,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580351,3510797,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580351,3510797
279,20891,,91,Well 91,80,WGEW,Well,,,Digital,,,2017-Present,Arizona,Pima,580322,3510646,,,,,Yes,Yes,Data is available here: https://datastudio.google.com/reporting/41d6ea45-f5ab-4a8e-aa6c-0ed6356c1479,,580322,3510646
